小韻次序	代表字	全部字	反切	編碼	切韻拼音	unt切韻擬音L	unt切韻擬音J	潘悟雲擬音
1011	囚	囚泅汓苬慒鮂	似由	RyA	zu	zju	zju	zɨu˧
1012	儔	儔檮躊幬𢃖裯𠷎疇紬綢稠燽薵鯈籌𪆇𪇘棸椆怞𦡴懤鮋䬞菗𨞪𢤉	直由	LyA	dru	ɖu	ɖu	ɖɨu˧
1013	輈	輈盩啁譸侜𩢸調咮𧻖𥎻矪	張流	JyA	tru	ʈu	ʈu	ʈɨu˧
1014	𧚍	𧚍裘仇叴厹求𡨃頄蛷𧒔逑球璆艽鼽莍䣇賕殏梂朹㭝俅脙𦜵馗䊵絿䜪扏銶𩒮𥭑毬䟵犰𧻱訅釚捄肍𢛃𦬖訄	巨鳩	fyA	gu	ɡu	ɡj̈u	ɡɨu˧
1015	浮	浮哹桴枹𥰛罦䍖琈粰䳕罘䱐涪芣蜉烰鉜𡦄𢀼艀棓掊䍌䨗	縛謀	CyA	bu	bu	bʋu	bɨu˧
1016	謀	謀䱕雺眸牟侔矛𢦵鍪鞪麰𦭷堥劺𨡭蝥蟊鷚𩭾䋷恈鴾蛑繆	莫浮	DzA	mu	ᵯu	mu	mɨu˧
1017	侯	侯矦𥎦帿鄇䫛鍭銗猴糇翭翵餱喉篌鯸㮢𧮶瘊䗔葔骺睺䙈	戶鉤	jzA	ghou	ʁu	ʁu	ɦu˧
1018	謳	謳嘔歐甌區漚鷗䁱瞘櫙蓲醧剾䙔鏂膒	烏侯	hzA	qou	ʡu	ʡu	ʔu˧
1019	羺	羺獳䨲䰰	奴鉤	HzA	nou	nu	nu	nu˧
1020	樓	樓婁䣚𨻻𧁾蔞𠞭䝏𦎹僂艛耬髏膢𤬏廔剅摟嘍瞜螻簍鞻慺鷜䱾褸遱謱	落侯	IzA	lou	ɫu	ɫu	lu˧
1021	涑	涑鏉䩳𩌱𩮶摗𠘂𡠼	速侯	QzA	sou	su	su	su˧
1022	彄	彄摳剾韝𢂁滱夠䁱	恪侯	ezA	khou	qʰu	qʰu	kʰu˧
1023	齁	齁𪅺	呼侯	izA	hou	χu	χu	hu˧
1024	𣠏	𣠏緅陬棷掫	子侯	NzA	tsou	tsu	tsu	tsu˧
1025	偷	偷鍮鋀媮	託侯	FzA	thou	tʰu	tʰu	tʰu˧
1026	頭	頭㓱投𪎨骰𣪌坄牏䤅㢏揄窬緰歈𪁞	度侯	GzA	dou	du	du	du˧
1027	齵	齵	五婁	gzA	ngou	ɴu	ɴu	ŋu˧
1028	鉤	鉤𠛎溝褠韝緱篝𥴴𪓟㗕𤫱䑦冓枸句軥夠鴝	古侯	dzA	kou	qu	qu	ku˧
1029	兜	兜侸吺篼𥆖剅𧢗𧯠郖𩮷	當侯	EzA	tou	tu	tu	tu˧
1030	㔌	㔌鯫	徂鉤	PzA	dzou	dzu	dzu	dzu˧
1031	裒	裒䯽捊抔掊䏽𩚭䍌箁	薄侯	CzA	bou	ᵬu	bu	bu˧
1032	䜅	䜅	千隹	OGI	tshwi	tsʰwi	tsʰwi	tsʰʷi˧
1033	呣	呣	亡侯	DzA	mou	ᵯu	mu	mu˧
1034	幽	幽泑呦𣢜𧍘怮𢆶	於虯	h0A	qiw	ʔiw	ʔiw	ʔiu˧
1035	虯	虯觩璆觓鷚蟉𤙠	渠幽	f0A	giw	ɡiw	ɡiw	ɡiu˧
1036	彪	彪髟驫	甫烋	A0A	pyiw	pɹiw	pɹiw	piu˧
1037	鏐	鏐蟉	力幽	I0A	liw	lu	lu	liu˧
1038	樛	樛𠃚𦭺朻㽱	居虯	d0A	kiw	kiw	kiw	kiu˧
1039	淲	淲瀌𩖛	皮彪	C0A	byiw	bɹiw	bɹiw	biu˧
1040	稵	稵	子絲	NHA	tsy	tsjɨ	tsjɨ	tsɨ˧
1041	犙	犙	山函	Q2A	som	sʌm	sʌm	səm˧
1042	聱	聱	語虯	g0A	ngiw	ŋiw	ŋiw	ŋiu˧
1043a	飍	飍	香幽	i0A	hiw	xiw	xiw	hiu˧
1043b	烋	烋	香幽	i0A	hyiw	xɹiw	xɹiw	hiu˧
1044	繆	繆鷚䋷	武彪	D0A	myiw	mɹiw	mɹiw	miu˧
1045	侵	侵𢔀駸浸䜷𥍯綅	七林	O1A	tshim	tsʰim	tsʰim	tsʰim˧
1046	尋	尋𢒫鐔潯鱏樳鄩𨼔𦠅𩖣襑枔撏灊鬵𦅀	徐林	R1A	zim	zim	zim	zim˧
1047	林	林琳淋臨痳箖瀶霖	力尋	I1A	lim	lim	lim	lim˧
1048	琛	琛棽䑣𥉨綝郴賝	丑林	K1A	trhim	ʈʰim	ʈʰim	ʈʰim˧
1049	斟	斟針鍼𪈁箴葴瑊鱵㘰	職深	X1A	tjim	tɕim	tɕim	tɕim˧
1050	沈	沈沉𤘣莐䒞霃湛枕鈂	直深	L1A	drim	ɖim	ɖim	ɖim˧
1051	碪	碪砧椹枮坫	知林	J1A	trim	ʈim	ʈim	ʈim˧
1052	諶	諶愖訦忱煁瘎㽸	氏任	Z1A	djim	dʑim	dʑim	dʑim˧
1053	任	任鵀恁壬紝銋䛘	如林	c1A	njim	ɲim	ɲim	ȵim˧
1054	深	深𦸂	式針	a1A	sjim	ɕim	ɕim	ɕim˧
1055	淫	淫霪婬𥮍蟫鷣䒞冘𢓕碪撢𨟏㸒鐔鱏	餘針	l1A	jim	jim	jim	jim˧
1056	心	心𦁍𨊳杺	息林	Q1A	sim	sim	sim	sim˧
1057	愔	愔韾	挹淫	h1A	qim	ʔim	ʔim	ʔim˧
1058	祲	祲梫兓埐𩀿𪖼綅𥍯𩻛	子心	N1A	tsim	tsim	tsim	tsim˧
1059	𩷒	𩷒䰼鬵嶜梣埐𣜣鈂灊䤁	昨淫	P1A	dzim	dzim	dzim	dzim˧
1060	䛘	䛘䋻鵀	女心	M1A	nrim	ɳim	ɳim	ɳim˧
1061	琴	琴㩒捦擒黔禽芩𨙽檎㕋鵭䔷澿凜庈雂㪁㱽黚䅾耹靲	巨金	f1E	gyim	ɡɹim	ɡɹim	ɡɣim˧
1062	欽	欽菳衾嶔顉	去金	e1E	khyim	kʰɹim	kʰɹim	kʰɣim˧
1063	吟	吟訡䪩唫崟荶碞𩂢乑𠪚	魚金	g1E	ngyim	ŋɹim	ŋɹim	ŋɣim˧
1064	歆	歆廞嬜㽎	許金	i1E	hyim	xɹim	xɹim	hɣim˧
1065	金	金今黅衿襟䘳禁㦗𪑙	居吟	d1E	kyim	kɹim	kɹim	kɣim˧
1066	音	音陰隌瘖霠䜾喑䤃	於金	h1E	qyim	ʔɹim	ʔɹim	ʔɣim˧
1067	森	森參曑蔘薓槮襳𥥿穼棽	所今	V1A	sryim	ʂim	ʂim	ʂim˧
1068	岑	岑涔㞥梣𣠟𩅨𩻛䅾笒	鋤針	U1A	dzryim	dʐim	dʐim	dʐim˧
1069	兂	兂簪㻸撍	側吟	S1A	tsryim	tʂim	tʂim	tʂim˧
1070	嵾	嵾參梫𥤇駸槮	楚簪	T1A	tsrhyim	tʂʰim	tʂʰim	tʂʰim˧
1071	𧡪	𧡪	充針	Y1A	tjhim	tɕʰim	tɕʰim	tɕʰim˧
1072	覃	覃𨝸潭曇藫橝蟫譚𧽼燂壜鐔眈㽎𦗡𩡝𧂗蕁䊤㽑	徒含	G2A	dom	dʌm	dʌm	dəm˧
1073	參	參驂䟃傪㜗	倉含	O2A	tshom	tsʰʌm	tsʰʌm	tsʰəm˧
1074	南	南男柟楠抩䶲𤱣	那含	H2A	nom	nʌm	nʌm	nəm˧
1075	諳	諳䳺媕庵腤菴㞄馣嬜韽盦喑	烏含	h2A	qom	ʡʌm	ʡʌm	ʔəm˧
1076	含	含涵䈄筨梒䤴函顄𩔞蜬頷𣹢鋡𤭙𠥴䶃圅肣䨡𩄙𢎘𠗴	胡男	j2A	ghom	ʁʌm	ʁʌm	ɦəm˧
1077	婪	婪惏燷嵐葻啉	盧含	I2A	lom	ɫʌm	ɫʌm	ləm˧
1078	蠶	蠶撏䣟𨅔	昨含	P2A	dzom	dzʌm	dzʌm	dzəm˧
1079	簪	簪撍篸𥸢䐶䍼鐕	作含	N2A	tsom	tsʌm	tsʌm	tsəm˧
1080	探	探撢貪	他含	F2A	thom	tʰʌm	tʰʌm	tʰəm˧
1081	耽	耽湛眈酖妉甔媅𧡪𡖓	丁含	E2A	tom	tʌm	tʌm	təm˧
1082	龕	龕𢦟𩑟堪戡𤯌嵁𤬪撖㪁	口含	e2A	khom	qʰʌm	qʰʌm	kʰəm˧
1083	㟏	㟏𩈣馠𣢺谽唅𡬖𡪶	火含	i2A	hom	χʌm	χʌm	həm˧
1084	毿	毿蔘犙	蘇含	Q2A	som	sʌm	sʌm	səm˧
1085	弇	弇䶃淦䌠蜬	古南	d2A	kom	qʌm	qʌm	kəm˧
1086	䜙	䜙𡪁嵁	五含	g2A	ngom	ɴʌm	ɴʌm	ŋəm˧
1087	談	談郯惔錟淡痰澹倓餤𥰨㶣	徒甘	G3A	dam	dam	dam	dɑm˧
1088	甘	甘柑䇞苷泔𤯎媣	古三	d3A	kam	qam	qam	kɑm˧
1089	擔	擔儋聸頕甔	都甘	E3A	tam	tam	tam	tɑm˧
1090	三	三參弎𢁘鬖	蘇甘	Q3A	sam	sam	sam	sɑm˧
1091	藍	藍襤䰐㩜籃𩈵𪇖懢䆾儖蘫	魯甘	I3A	lam	ɫam	ɫam	lɑm˧
1092	坩	坩	苦甘	e3A	kham	qʰam	qʰam	kʰɑm˧
1093	舑	舑聃𨈭緂㘱䔜䆱㴂𦸁	他酣	F3A	tham	tʰam	tʰam	tʰɑm˧
1094	慙	慙慚鏨䳻㨻	昨甘	P3A	dzam	dzam	dzam	dzɑm˧
1095	酣	酣甝䗣魽𤯎煔炶邯	胡甘	j3A	gham	ʁam	ʁam	ɦɑm˧
1096	姏	姏	武酣	D3A	mam	ᵯam	mam	mɑm˧
1097	𩈻	𩈻	作三	N3A	tsam	tsam	tsam	tsɑm˧
1098	蚶	蚶𧵊嬜歛憨	呼談	i3A	ham	χam	χam	hɑm˧
1099	鹽	鹽塩𣡶閻壛阽檐簷櫩𣡞㶄𪂈䦲㿕𤅸	余廉	l4A	jiem	jem	jem	jiᴇm˧
1100	廉	廉鐮鎌𩄡㡘簾薕薟蘞匳籨𥖝獫蠊䆂𨎷𣀃帘鬑覝	力鹽	I4A	liem	lem	lem	liᴇm˧
1101	砭	砭𥑁	府廉	A4E	pyem	pɹem	pɹem	pɣiᴇm˧
1102	銛	銛暹枮綅𦃌韱襳纖憸孅䯹彡𢘁	息廉	Q4A	siem	sjem	sjem	siᴇm˧
1103	籤	籤臉䑎鹼槧憸僉𠠃㡨譣	七廉	O4A	tshiem	tsʰjem	tsʰjem	tsʰiᴇm˧
1104	詹	詹瞻占蟾噡厃	職廉	X4A	tjiem	tɕem	tɕem	tɕiᴇm˧
1105	棎	棎撏蟾	視占	Z4A	djiem	dʑem	dʑem	dʑiᴇm˧
1106	苫	苫痁𡝫	失廉	a4A	sjiem	ɕem	ɕem	ɕiᴇm˧
1107	䪜	䪜㚲幨襜裧𤎥㾆緂妗𢛈𢃔	處占	Y4A	tjhiem	tɕʰem	tɕʰem	tɕʰiᴇm˧
1108	𩓾	𩓾髯蚺呥柟𧦦蛅冉袡䶲㾆舑	汝鹽	c4A	njiem	ɲem	ɲem	ȵiᴇm˧
1109	黏	黏粘䬯	女廉	M4A	nriem	ɳem	ɳem	ɳiᴇm˧
1110	炎	炎	于廉	k4A	yem	ɹem	ɹem	ɦiᴇm˧
1111	霑	霑沾𪏉	張廉	J4A	triem	ʈem	ʈem	ʈiᴇm˧
1112	覘	覘𡝫	丑廉	K4A	trhiem	ʈʰem	ʈʰem	ʈʰiᴇm˧
1113	淹	淹菴崦醃䣍閹	央炎	h4E	qyem	ʔɹem	ʔɹem	ʔɣiᴇm˧
1114	𢜩	𢜩𨦄	丘廉	e4E	khyem	kʰɹem	kʰɹem	kʰɣiᴇm˧
1115	𪙊	𪙊	語廉	g4E	ngyem	ŋɹem	ŋɹem	ŋɣiᴇm˧
1116	尖	尖殲瀸㡨𡄑漸虃熸䇝𩅼鑯鋟𩃔	子廉	N4A	tsiem	tsjem	tsjem	tsiᴇm˧
1117	潛	潛朁鬵𥮒灊䁮燂𤎢螹	昨鹽	P4A	dziem	dzjem	dzjem	dziᴇm˧
1118	箝	箝鉗𢁮鉆黚拑黔羬鳹雂鍼鈐	巨淹	f4E	gyem	ɡɹem	ɡɹem	ɡɣiᴇm˧
1119	懕	懕猒饜嬮㤿䅧𨣻	一鹽	h4A	qiem	ʔjem	ʔjem	ʔiᴇm˧
1120	燅	燅𤍙燖爓𦢨䕭𢸧㰊𢅮	徐鹽	R4A	ziem	zjem	zjem	ziᴇm˧
1121	襳	襳	史炎	V4A	sryem	ʂem	ʂem	ʂiᴇm˧
1122	㶣	㶣𪏂誗	直廉	L4A	driem	ɖem	ɖem	ɖiᴇm˧
1123	鍼	鍼	巨鹽	f4A	giem	ɡjem	ɡjem	ɡiᴇm˧
1124	添	添沾黇舚	他兼	F5A	them	tʰem	tʰem	tʰem˧
1125	𩬑	𩬑敁佔詀㡇𧚊𦕒䀡	丁兼	E5A	tem	tem	tem	tem˧
1126	甜	甜恬湉菾𦳇	徒兼	G5A	dem	dem	dem	dem˧
1127	鬑	鬑薕熑溓濓燫	勒兼	I5A	lem	ɫem	ɫem	lem˧
1128	謙	謙䌠	苦兼	e5A	khem	qʰem	qʰem	kʰem˧
1129	兼	兼縑鶼𥻧蒹𦋰鰜	古甜	d5A	kem	qem	qem	kem˧
1130	嫌	嫌稴	戶兼	j5A	ghem	ʁem	ʁem	ɦem˧
1131	鮎	鮎䬯拈	奴兼	H5A	nem	nem	nem	nem˧
1132	馦	馦㾾䵌㽐欦䌠妗	許兼	i5A	hem	χem	χem	hem˧
1133	咸	咸鹹醎函𩤥諴鰜稴椷㮀輱	胡讒	j6A	gheem	ʁeˤm	ʁeˤm	ɦɣɛm˧
1134	緘	緘䌠瑊玪尲黬𪒹	古咸	d6A	keem	qeˤm	qeˤm	kɣɛm˧
1135	攕	攕摻檆杉櫼𩃔𩁺䀐𨏪𩌰㺑	所咸	V6A	sreem	ʂeˤm	ʂeˤm	ʂɣɛm˧
1136	𤟟	𤟟淊黯	乙咸	h6A	qeem	ʡeˤm	ʡeˤm	ʔɣɛm˧
1137	嵒	嵒䫡黬羬𧇱麙𪙊碞㺂𧬌	五咸	g6A	ngeem	ɴeˤm	ɴeˤm	ŋɣɛm˧
1138	㰹	㰹𧍧妗𧮰䩂	許咸	i6A	heem	χeˤm	χeˤm	hɣɛm˧
1139	詀	詀䩇鵮𪉜	竹咸	J6A	treem	ʈeˤm	ʈeˤm	ʈɣɛm˧
1140	諵	諵喃	女咸	M6A	nreem	ɳeˤm	ɳeˤm	ɳɣɛm˧
1141	讒	讒獑鏨饞毚㺥𪗂欃攙𪖎𢽝儳酁	士咸	U6A	dzreem	dʐeˤm	dʐeˤm	dʐɣɛm˧
1142	鵮	鵮𢽣嵁厱𠔺	苦咸	e6A	kheem	qʰeˤm	qʰeˤm	kʰɣɛm˧
1143	銜	銜甉	戶監	j7A	ghaem	ʁaˤm	ʁaˤm	ɦɣæm˧
1144	巉	巉嶃酁艬鑱獑毚嚵	鋤銜	U7A	dzraem	dʐaˤm	dʐaˤm	dʐɣæm˧
1145	巖	巖礹𡆑	五銜	g7A	ngaem	ɴaˤm	ɴaˤm	ŋɣæm˧
1146	攙	攙	楚銜	T7A	tsrhaem	tʂʰaˤm	tʂʰaˤm	tʂʰɣæm˧
1147	衫	衫纔髟縿彡芟穇𩌰	所銜	V7A	sraem	ʂaˤm	ʂaˤm	ʂɣæm˧
1148	監	監礛𥌈鑑㔋	古銜	d7A	kaem	qaˤm	qaˤm	kɣæm˧
1149	𨂝	𨂝	白銜	C7A	baem	ᵬaˤm	baˤm	bɣæm˧
1150	嵌	嵌	口銜	e7A	khaem	qʰaˤm	qʰaˤm	kʰɣæm˧
1151	嚴	嚴䉷	語𩏩	g8A	ngyom	ŋəm	ŋj̈əm	ŋɨam˧
1152	𩏩	𩏩杴㿌𥟕蘞	虛嚴	i8A	hyom	xəm	xj̈əm	hɨam˧
1153	醃	醃腌	於嚴	h8A	qyom	ʔəm	ʔj̈əm	ʔɨam˧
1154	㪁	㪁厱	丘嚴	e8A	khyom	kʰəm	kʰj̈əm	kʰɨam˧
1155	凡	凡帆𠆩𦨲氾颿柉	符䒦	C9A	buom	bəm	bʋəm	bɨam˧
1156	䒦	䒦𣢲	匹凡	B9A	phuom	pʰəm	pʰʋəm	pʰɨam˧
1157	董	董蝀箽懂蕫䵔𧄓	多動	EAB	toungq	túɴ	túɴ	tuŋ˧˥
1158	蠓	蠓𤾬鸏濛朦曚懵	莫孔	DAB	moungq	ᵯúɴ	múɴ	muŋ˧˥
1159	孔	孔倥	康董	eAB	khoungq	qʰúɴ	qʰúɴ	kʰuŋ˧˥
1160	㪌	㪌𥳺檧	先孔	QAB	soungq	súɴ	súɴ	suŋ˧˥
1161	侗	侗桶曈捅	他孔	FAB	thoungq	tʰúɴ	tʰúɴ	tʰuŋ˧˥
1162	總	緫揔𢝰嵸㢔𩮀蓯𩱛猣翪䁓㷓𢉛𨍈偬	作孔	NAB	tsoungq	tsúɴ	tsúɴ	tsuŋ˧˥
1163	澒	澒鴻𧋔𠳃汞	胡孔	jAB	ghoungq	ʁúɴ	ʁúɴ	ɦuŋ˧˥
1164	蓊	蓊滃暡郺勜䈵䐥塕𤌏	烏孔	hAB	qoungq	ʡúɴ	ʡúɴ	ʔuŋ˧˥
1165	𨑊	𨑊	奴動	HAB	noungq	núɴ	núɴ	nuŋ˧˥
1166	琫	琫菶𦂌俸	邊孔	AAB	poungq	ᵱúɴ	púɴ	puŋ˧˥
1167	曨	曨襱巃竉籠攏𢤱儱龓	力董	IAB	loungq	ɫúɴ	ɫúɴ	luŋ˧˥
1168	嗊	嗊𢦅	呼孔	iAB	houngq	χúɴ	χúɴ	huŋ˧˥
1169	動	動𨔝酮姛眮詷桶挏硐	徒摠	GAB	doungq	dúɴ	dúɴ	duŋ˧˥
1170	菶	菶唪埲	蒲蠓	CAB	boungq	ᵬúɴ	búɴ	buŋ˧˥
1171	腫	腫種踵歱㣫喠	之隴	XDB	tjuongq	tɕóɴ	tɕóɴ	tɕɨu̯o̝ŋ˧˥
1172	寵	寵𧼙埫	丑隴	KDB	trhuongq	ʈʰóɴ	ʈʰóɴ	ʈʰɨu̯o̝ŋ˧˥
1173	隴	隴壠㙙	力踵	IDB	luongq	lóɴ	lóɴ	lɨu̯o̝ŋ˧˥
1174	擁	擁𢶜壅	於隴	hDB	quongq	ʔóɴ	ʔj̈óɴ	ʔɨu̯o̝ŋ˧˥
1175	宂	宂𡦼穁䢇𣭲氄軵𤘺𪕎𢫨𨍷搑	而隴	cDB	njuongq	ɲóɴ	ɲóɴ	ȵɨu̯o̝ŋ˧˥
1176	重	重𢝆襱鮦	直隴	LDB	druongq	ɖóɴ	ɖóɴ	ɖɨu̯o̝ŋ˧˥
1177	冢	冢塚	知隴	JDB	truongq	ʈóɴ	ʈóɴ	ʈɨu̯o̝ŋ˧˥
1178	奉	奉唪	扶隴	CDB	buongq	bóɴ	bʋóɴ	bɨu̯o̝ŋ˧˥
1179	捧	捧	敷奉	BDB	phuongq	pʰóɴ	pʰʋóɴ	pʰɨu̯o̝ŋ˧˥
1180	勇	勇恿涌甬踊慂𧻹塎悀埇溶蛹傛俑𧗴	余隴	lDB	juongq	jóɴ	jóɴ	jɨu̯o̝ŋ˧˥
1181	恐	恐𢖶𦶐	丘隴	eDB	khuongq	kʰóɴ	kʰj̈óɴ	kʰɨu̯o̝ŋ˧˥
1182	尰	尰瘇𢡹	時宂	ZDB	djuongq	dʑóɴ	dʑóɴ	dʑɨu̯o̝ŋ˧˥
1183	拱	拱拲䂬鞏蛬孓珙廾𢪒㤨𢸁㼦㧬䡗䱋巩栱輁	居悚	dDB	kuongq	kóɴ	kj̈óɴ	kɨu̯o̝ŋ˧˥
1184	悚	悚竦慫聳𦄼㩳駷愯傱䙕	息拱	QDB	suongq	sjóɴ	sjóɴ	sɨu̯o̝ŋ˧˥
1185	洶	洶詾兇	許拱	iDB	huongq	xóɴ	xj̈óɴ	hɨu̯o̝ŋ˧˥
1186	覂	覂𢇫	方勇	ADB	puongq	póɴ	pʋóɴ	pɨu̯o̝ŋ˧˥
1187	湩	湩	都𪁪	ECB	tongq	tóɴ	tóɴ	tu̯oŋ˧˥
1188	𪁪	𪁪䏵	莫湩	DCB	mongq	ᵯóɴ	móɴ	mu̯oŋ˧˥
1189	䅃	䅃	渠隴	fDB	guongq	ɡóɴ	ɡj̈óɴ	ɡɨu̯o̝ŋ˧˥
1190	𨿿	𨿿喠	充隴	YDB	tjhuongq	tɕʰóɴ	tɕʰóɴ	tɕʰɨu̯o̝ŋ˧˥
1191	幒	𢃭𢃓	且勇	ODB	tshuongq	tsʰjóɴ	tsʰjóɴ	tsʰɨu̯o̝ŋ˧˥
1192	䙕	䙕	子冢	NDB	tsuongq	tsjóɴ	tsjóɴ	tsɨu̯o̝ŋ˧˥
1193	講	講港傋耩	古項	dEB	koeungq	qóˤɴ	qóˤɴ	kɣɔŋ˧˥
1194	㭋	㭋棒棓玤𢗒蚌蜯䎧	步項	CEB	boeungq	ᵬóˤɴ	bóˤɴ	bɣɔŋ˧˥
1195	慃	慃	烏項	hEB	qoeungq	ʡóˤɴ	ʡóˤɴ	ʔɣɔŋ˧˥
1196	𠈵	𠈵𪁪	武項	DEB	moeungq	ᵯóˤɴ	móˤɴ	mɣɔŋ˧˥
1197	項	項缿	胡講	jEB	ghoeungq	ʁóˤɴ	ʁóˤɴ	ɦɣɔŋ˧˥
1198	𦂌	𦂌	巴講	AEB	poeungq	ᵱóˤɴ	póˤɴ	pɣɔŋ˧˥
1199	傋	傋𢞡	虛慃	iEB	hoeungq	χóˤɴ	χóˤɴ	hɣɔŋ˧˥
1200	紙	紙帋只坻軹枳咫扺𣲵砥坁汦抧恀䅩䳅	諸氏	XFB	tjieq	tɕíe	tɕíe	tɕiᴇ˧˥
1201	是	是氏媞諟恀徥𤜣褆姼䟗	承紙	ZFB	djieq	dʑíe	dʑíe	dʑiᴇ˧˥
1202	靡	靡𨇻𪎓骳𦗕𡬍蘼	文彼	DFF	myeq	mɹíe	mɹíe	mɣiᴇ˧˥
1203	彼	彼㗗柀佊𠐌	甫委	AFF	pyeq	pɹíe	pɹíe	pɣiᴇ˧˥
1204	被	被罷	皮彼	CFF	byeq	bɹíe	bɹíe	bɣiᴇ˧˥
1205	毀	毀燬檓毇𥶵𠷏譭㩓烜𡢕	許委	iFN	hueq	xɹwíe	xɹwíe	hʷɣiᴇ˧˥
1206	委	委骫𠷏蜲䍴	於詭	hFN	queq	ʔɹwíe	ʔɹwíe	ʔʷɣiᴇ˧˥
1207	跪	跪𣄲	去委	eFN	khueq	kʰɹwíe	kʰɹwíe	kʰʷɣiᴇ˧˥
1208	詭	詭垝陒䣀攱䤥觤恑蛫祪庪䃽庋洈蟡𪀗姽桅佹	過委	dFN	kueq	kɹwíe	kɹwíe	kʷɣiᴇ˧˥
1209	髓	髓嶲靃䭉𣿂	息委	QFJ	swieq	swíe	swíe	sʷiᴇ˧˥
1210	絫	絫累樏䉂厽垒	力委	IFJ	lwieq	lwíe	lwíe	lʷiᴇ˧˥
1211	技	技妓徛伎錡䗁	渠綺	fFF	gyeq	ɡɹíe	ɡɹíe	ɡɣiᴇ˧˥
1212	倚	倚猗椅旖輢	於綺	hFF	qyeq	ʔɹíe	ʔɹíe	ʔɣiᴇ˧˥
1213	掎	掎剞庋㞆踦㱦攲	居綺	dFF	kyeq	kɹíe	kɹíe	kɣiᴇ˧˥
1214	綺	綺婍碕䞚㥓觭㾨	墟彼	eFF	khyeq	kʰɹíe	kʰɹíe	kʰɣiᴇ˧˥
1215	螘	螘蟻蛾錡礒齮艤檥㠖轙羛䰙	魚倚	gFF	ngyeq	ŋɹíe	ŋɹíe	ŋɣiᴇ˧˥
1216	蔿	蔿鄬儰䧦𤾸𤺉䦱薳寪	韋委	kFJ	ueq	wɹíe	wɹíe	ɦʷiᴇ˧˥
1217	觜	觜㭰	即委	NFJ	tswieq	tswíe	tswíe	tsʷiᴇ˧˥
1218	蘂	蘂蕊甤繠	如累	cFJ	njwieq	ɲwíe	ɲwíe	ȵʷiᴇ˧˥
1219	此	此跐佌玼泚𩢑𠈈𧺼𡘌	雌氏	OFB	tshieq	tsʰíe	tsʰíe	tsʰiᴇ˧˥
1220	豸	豸褫陊䊓踶傂杝阤䚦廌褆徥	池爾	LFB	drieq	ɖíe	ɖíe	ɖiᴇ˧˥
1221	徙	徙壐璽𠈈𢇌	斯氏	QFB	sieq	síe	síe	siᴇ˧˥
1222	酏	酏迆匜衪肔崺扡㥴孈	移爾	lFB	jieq	jíe	jíe	jiᴇ˧˥
1223	邐	邐峛㸚	力紙	IFB	lieq	líe	líe	liᴇ˧˥
1224	躧	躧𩎉灑纚縰釃𩌦屣矖簁	所綺	VFB	sryeq	ʂíe	ʂíe	ʂiᴇ˧˥
1225	𢔌	𢔌俾鞞箄𪐄髀崥𦸣𠬈𢳋	并弭	AFB	pieq	píe	píe	piᴇ˧˥
1226	爾	爾尒邇𨒛	兒氏	cFB	njieq	ɲíe	ɲíe	ȵiᴇ˧˥
1227	渳	渳弭濔瀰芈敉侎葞蝆䦵㥝	綿婢	DFB	mieq	míe	míe	miᴇ˧˥
1228	婢	婢庳	便俾	CFB	bieq	bíe	bíe	biᴇ˧˥
1229	侈	侈姼𡚼鉹誃㢋㢁垑懘㶴袳袲𧰲恀哆	尺氏	YFB	tjhieq	tɕʰíe	tɕʰíe	tɕʰiᴇ˧˥
1230	弛	弛豕阤	施是	aFB	sjieq	ɕíe	ɕíe	ɕiᴇ˧˥
1231	紫	紫訿訾啙𣸆跐茈呰㧗	將此	NFB	tsieq	tsíe	tsíe	tsiᴇ˧˥
1232	捶	捶箠𦓝䮔沝	之累	XFJ	tjwieq	tɕwíe	tɕwíe	tɕʷiᴇ˧˥
1233	揣	揣㪜	初委	TFJ	tsrhueq	tʂʰwíe	tʂʰwíe	tʂʰʷiᴇ˧˥
1234	𤢍	𤢍	隨婢	RFJ	zwieq	zwíe	zwíe	zʷiᴇ˧˥
1235	舓	舓𦧇舐𤜣	神帋	bFB	zjieq	ʑíe	ʑíe	ʑiᴇ˧˥
1236	㧗	㧗跐	側氏	SFB	tsryeq	tʂíe	tʂíe	tʂiᴇ˧˥
1237	㱟	㱟紴披	匹靡	BFF	phyeq	pʰɹíe	pʰɹíe	pʰɣiᴇ˧˥
1238	諀	諀庀疕仳䚹吡	匹婢	BFB	phieq	pʰíe	pʰíe	pʰiᴇ˧˥
1239	䓈	䓈䔺芛撱䝐𤼒	羊捶	lFJ	jwieq	jwíe	jwíe	jʷiᴇ˧˥
1240	惢	惢	才捶	PFJ	dzwieq	dzwíe	dzwíe	dzʷiᴇ˧˥
1241	跬	跬䞨頍䠑	丘弭	eFJ	khwieq	kʰwíe	kʰwíe	kʰʷiᴇ˧˥
1242	狔	狔旎抳	女氏	MFB	nrieq	ɳíe	ɳíe	ɳiᴇ˧˥
1243	硊	硊頠姽𪀗	魚毀	gFN	ngueq	ŋɹwíe	ŋɹwíe	ŋʷɣiᴇ˧˥
1244	跪	跪	渠委	fFN	gueq	ɡɹwíe	ɡɹwíe	ɡʷɣiᴇ˧˥
1245	褫	褫	敕豸	KFB	trhieq	ʈʰíe	ʈʰíe	ʈʰiᴇ˧˥
1246	㨖	㨖𧛢	陟侈	JFB	trieq	ʈíe	ʈíe	ʈiᴇ˧˥
