小韻號	廣韻對應小韻號	代表字	全部字	反切
2799	2930	葬	葬	則盎
2800	2931	傍	傍徬	蒲浪
2801	2932	藏	藏裝	徂浪
2802	2933	讜	讜儅瓽艡党	丁浪
2803	2934	抗	抗閌炕犺伉𪎵阬頏亢	苦浪
2804	2935	謗	謗螃	補曠
2805	2936	儻	儻揚	他浪
2806	2937	曠	曠壙纊矌爌	苦浪
2807	2938	儾	儾	奴浪
2808	2940	潢	潢攩	胡浪
2809	2939	喪	𠸶	蘇浪
2810	2943	荒	荒	呼浪
2811	2944	漭	漭吂	無浪
2812	2945	汪	汪	烏光
2813	2947	敬	敬竟鏡	居孟
2814	2946	映	映賏	於敬
2815	2948	競	競儆誩倞	渠敬
2816	2967	䛭	䛭	許孟
2817		鞕	鞕	五孟
2818	2949	慶	慶	綺映
2819	2950	更	更	古孟
2820	2951	命	命	眉映
2821	2952	病	病評𡊞枰	皮敬
2822	2953	孟	孟朚	莫鞕
2823	2954	蝗	蝗横㶇	胡孟
2824	2955	柄	柄寎怲鈵邴	彼病
2825	2956	詠	詠泳禜䁝	爲柄
2826	2957	行	行絎	胡孟
2827	2959	㵾	㵾	楚敬
2828	2960	倀	倀偵趟	猪孟
2829	2962	榜	榜𧼲	補孟
2830	2966	膨	膨	蒱孟
2831	2964	生	生貹鼪	所更
2832	2965	迎	迎	魚更
2833	2963	鋥	鋥	宅鞕
2834	2969	諍	諍	側迸
2835	2970	迸	迸	北諍
2836	2971	𠊧	𠊧	蒲迸
2837	2972	嫈	嫈	一諍
2838		牚	牚	丑迸
2839	2974	轟	轟輷	呼迸
2840	2975	勁	勁葝	居盛
2841	2977	政	政正証鴊	之盛
2842	2978	聖	聖	識正
2843	2979	鄭	鄭㽀	直政
2844	2980	遉	遉	丑鄭
2845	2981	性	性姓	息正
2846	2982	令	令詅	力正
2847	2983	聘	聘娉	匹政
2848	2984	夐	夐詗醟	虛政
2849	2985	摒	摒併	卑政
2850	2986	偋	偋	防政
2851	2976	倩	倩凊	七政
2852	2987	淨	淨穽䝼靚婧𩓞	疾政
2853	2988	盛	盛墭㼩	承政
2854	2989	詺	詺	武聘
2855	2992	精	精	子性
2856	2993	徑	徑經𩰹涇挳	古定
2857	2994	寗	寗佞濘	乃定
2858	2995	腥	腥醒	息定
2859	2996	脛	脛	戶定
2860	2997	定	定廷	特徑
2861	2998	矴	矴釘飣顁錠奠	丁定
2862	2999	磬	磬罄鑋	苦定
2863	3000	聽	聽汀侹	他定
2864	3001	靘	靘掅	千定
2865	3002	䒌	䒌暝	莫定
2866	3003	鎣	鎣瀅	烏定
2867		熒	熒	胡定
2868	3004	零	零	力徑
2869	3033	宥	宥又佑右䀁祐酭𤴨囿侑姷忧䞥𦳩	尤救
2870	3034	救	救灸疚𨗋究𠣿𢋁	久祐
2871	3035	胄	胄冑宙酎繇籀伷䛆𥛅疛駎𩊄懤	直祐
2872	3036	晝	晝噣	陟救
2873	3037	狩	狩獸收首	舒救
2874	3038	臭	臭	尺救
2875	3039	岫	岫袖牰	似祐
2876	3040	齅	齅嘼	許救
2877	3041	呪	呪祝椆	職救
2878	3042	舊	舊柩	巨救
2879	3043	瘦	瘦漱鏉	所救
2880	3044	皺	皺㾭甃縐	側救
2881	3045	副	副𩯅覆㤱	敷救
2882	3046	簉	簉䔏	初救
2883	3047	富	富輻鍑䔰	府副
2884	3048	畜	畜俞	丑救
2885	3049	溜	溜廖霤嬼鷚餾戮㙀僇㽌𥥹翏	力救
2886	3050	秀	秀繡蜏琇宿	息救
2887	3052	驟	驟	鋤祐
2888	3051	僦	僦䅢	即救
2889	3053	就	就鷲	疾僦
2890	3054	糅	糅𩚖腬	女究
2891	3055	復	復𤸑椱𨺅𡕴	扶富
2892	3056	狖	狖鼬槱柚輶牰貁蜼蜏	余救
2893	3057	授	授㖟𨾜詶壽	承秀
2894	3058	輮	輮蹂煣鞣	人又
2895	3060	𪖐	𪖐	牛救
2896	3063	候	𠋫鮜鄇逅訽睺䞧鍭鱟𥀃睺缿	胡遘
2897	3064	寇	寇滱怐𡠆𪅏	苦候
2898	3065	茂	茂貿戊鄮瞀愗袤楙娒懋苺䓮𦼪𠔼	莫候
2899	3066	仆	仆㰴	匹豆
2900	3067	豆	豆竇逗酘荳梪脰郖餖浢毭𩊪	徒候
2901	3068	闘	闘䛠噣㛒斣襡	丁豆
2902	3069	耨	耨譳擩槈	奴豆
2903	3070	瘶	瘶漱𠲿鏉嗾	蘇豆
2904	3071	奏	奏	則候
2905	3072	透	透㰯𧺢咅	他候
2906	3073	漚	漚𣓕䙔	於候
2907	3074	遘	遘搆媾覯購䝭彀姤雊𤚼㝤䃓句冓	古候
2908	3075	輳	輳湊嗾腠𪉮蔟楱	倉候
2909	3076	𨹟	陋漏鏤瘻蔄𦸢𨫒𧷡	盧候
2910	3077	蔻	蔻豞䪷詬怐㖃吼	呼候
2911	3078	䏽	䏽𩌏	蒲候
2912	3079	偶	偶	五遘
2913	3080	𠟕	𠟕	昨候
2914	3081	幼	幼	伊謬
2915	3082	謬	謬繆	靡幼
2916	3083	䠗	䠗	丘幼
2917	3084	𧾻	𧾻	渠幼
2918	3085	沁	沁吣	七鴆
2919	3086	祲	祲浸	作鴆
2920	3087	妊	妊紝鵀任	汝鴆
2921	3088	鴆	鴆沉	直妊
2922	3089	枕	枕針	職鴆
2923	3090	𦧈	𦧈𦨽紟噤	巨禁
2924	3091	禁	禁㩒	居蔭
2925	3092	賃	賃	乃禁
2926	3093	蔭	䕃窨喑	於禁
2927	3094	滲	滲罧	所禁
2928	3095	闖	闖𥉎	丑禁
2929	3096	譖	譖	側禁
2930	3097	讖	讖	楚譖
2931	3099	揕	椹㓄	陟鴆
2932	3098	吟	吟	宜禁
2933	3100	臨	臨	力浸
2934	3128	豔	𧰟𤓁焱炎掞	以贍
2935	3129	贍	贍	市豔
2936	3130	染	染	而贍
2937	3131	厭	厭揜饜	於豔
2938	3132	窆	窆砭	方驗
2939	3133	驗	驗噞	語窆
2940	3134	閃	閃煔	式贍
2941	3135	𡄑	𡄑	子豔
2942	3136	壍	壍槧	七贍
2943	3137	殮	殮斂澰𩅼獫𧸘	力驗
2944	3142	占	占	支豔
2945	3139	䪜	䪜	充豔
2946	3138	覘	覘䀡	丑厭
2947	3140	𢜰	𢜰	於驗
2948	3143	㮇	掭舚忝煔𨸱	他念
2949	3144	念	𫝹	奴店
2950	3145	店	店坫沾痁墊䀡唸𪧢玷𩅀埝	都念
2951	3146	䃱	䃸	先念
2952	3147	磹	磹	徒念
2953	3148	趝	趝	紀念
2954	3149	𨡣	𨡣	於念
2955	3150	僭	僭	子念
2956	3151	𥋋	𥋋	漸念
2957	3152	兼	兼𩹴	古念
2958	3153	傔	傔	苦僭
2959	3154	稴	稴	力店
2960	3005	證	證蒸	諸譍
2961	3006	孕	孕䵴賸媵鱦	以證
2962	3007	乘	乘鱦媵	實證
2963	3008	認	認扔芿	而證
2964	3009	譍	譍應	於證
2965	3010	甑	甑䙢𩜁	子孕
2966	3011	興	興臖嬹	許應
2967	3012	勝	勝蕂𣚗䒅	詩證
2968	3013	眙	眙	丈證
2969	3014	𩜁	𩜁	里甑
2970	3019	覴	覴	丑證
2971	3018	烝	烝	時證
2972	3015	凴	凴	皮孕
2973	3016	稱	稱	尺證
2974	3021	嶝	嶝鐙隥磴	都鄧
2975	3022	贈	贈	昨亙
2976	3023	亙	亘𡍷搄䱎暅	古嶝
2977	3024	蹭	蹭	七贈
2978	3025	鄧	鄧蹬𣩟𦩫	徒亙
2979	3026	懵	懵䲛𥊄𨮒	武亙
2980	3029	倰	僜㱥	魯鄧
2981	3027	𥦜	𥦜	方鄧
2982	3030	增	增	子蹭
2983	3031	𡬙	𡬙	思贈
2984	3028	倗	倗	父鄧
2985	3159	陷	陷䱤臽	戶韽
2986	3160	韽	韽𤟟淊	於陷
2987	3161	蘸	蘸	責陷
2988	3162	𪉜	𪉜	都陷
2989	3163	歉	㪠	口陷
2990	3164	𧸖	𧸖	佇陷
2991	3165	讒	讒儳𨼮	士陷
2992		闞	闞	火陷
2993	3166	𪉦	𪉦	公陷
2994	3167	諵	諵	儜𧸖
2995	3169	鑑	鑑監	格懺
2996	3170	懺	懺儳摲𤮭	楚鑑
2997	3171	覱	覱	子鑑
2998	3173	㒈	㒈	許鑑
2999	3172	釤	釤	所鑑
3000	3174	埿	埿	蒲鑑
3001	3175	㽉	㽉	胡懺
3002	3176	鑱	鑱	士懺
3003	3155	嚴	嚴	魚淹
3004	3178	梵	梵帆	扶泛
3005	3179	泛	泛𠆩䀀汎	敷梵
3006	3180	劒	劒	舉欠
3007	3181	欠	欠	去劒
3008	3182	俺	俺㛪䛳㤿裺	於劒
3009	3158	𦲯	𦲯	妄泛
3010	3183	屋	屋	烏谷
3011	3184	獨	獨黷讟髑殰讀櫝牘韥瓄瀆韇嬻匵犢𪇆䢱䮷皾𤟩罜	徒谷
3012	3185	穀	穀轂榖濲谷㲄䐨䜼𣨍𤞞	古鹿
3013	3186	縠	縠斛槲𧎅𧂔觷觳礐	胡谷
3014	3187	哭	哭㲉䍍䵈䧊𪍠	空谷
3015	3188	秃	禿䛢𢬳鵚	他谷
3016	3190	速	速蔌餗𧐒樕𣚯欶藗殐棴𪋝	送谷
3017	3189	豰	豰𧞐𣪣	丁木
3018	3191	祿	禄鹿漉鱳睩䚄龣𨏔㼾𦪇琭簏螰䍡麓碌盝騼录娽䎼逯濼鏕磟	盧谷
3019	3192	嗀	嗀豰熇𦞦嚛榖	呼木
3020	3193	族	族銼	昨木
3021	3195	鏃	鏃	作木
3022	3194	瘯	瘯䃚蔟	千木
3023	3196	曝	曝瀑䗱㲫𡰿穙	蒲木
3024	3197	扑	扑醭𥣜骲𪔿墣	普木
3025	3198	卜	卜䧤轐濮𡡐撲蹼襆𪖈	博木
3026	3199	木	木沐朷鶩霂毣蓩艒鞪蚞	莫卜
3027	3200	福	福腷複幅輻復葍蝠𥵩䈏菐鶝	方六
3028	3201	伏	伏復虙服茯馥𩋟鵩鞴蕧輹𨌥𡕨鰒𥪋箙菔𩊙畐	房六
3029	3202	縮	縮𩘹𧼭樎㩋謖䎘摵謏	所六
3030	3203	六	六陸戮勠稑鵱蓼𩣱鯥𦸐磟坴淕𡴆䡜𧌉	力竹
3031	3204	逐	逐軸碡妯舳鱁𧏿	直六
3032	3205	菊	菊鞠掬匊鞫㹼𨸰鵴𧃓椈䳔䱡諊㽤𦥑𩛺蘜㘲趜	居六
3033	3206	麹	麹𠣮	驅竹
3034	3207	孰	孰熟淑塾璹	殊六
3035	3208	俶	俶柷琡埱𣥹	昌六
3036	3209	育	育毓鬻䋭淯𧷗棛錥煜昱矐逳蒮𦱀𢌻	與逐
3037	3210	𩣽	𩣽趜䱡䗇鵴鞠䜯𠣮毱	渠六
3038	3211	鼀	鼀蹴殧	取育
3039	3213	粥	粥喌祝	之竹
3040	3212	肉	肉衂鮞	如竹
3041	3214	叔	叔儵倏菽透虪掓鮛	式竹
3042	3215	蓄	蓄畜㜅鄐荲慉𥈆	許六
3043	3216	竹	竹築筑竺茿踀	陟六
3044	3218	珿	珿矗𪘏	初六
3045	3217	蹙	蹙踧㗤噈摵𦟠𣢰𥷼槭䙘縬𧑙𠴫	子六
3046	3219	朒	朒恧忸䂇䖡	女六
3047	3221	蝮	蝮䔰覆㙏	芳伏
3048	3222	郁	郁戫燠栯噢墺䐿薁澳䉛㖪鏕稢𣢜𪑝	於六
3049	3223	肅	肅宿蓿夙击鷫驌蟰鱐䎘㩋䑿䃤	息逐
3050	3224	目	目睦穆苜牧㙁㣎	莫六
3051	3225	囿	囿哊	于目
3052	3226	稸	稸蓫苖敊	丑六
3053	3229	沃	沃鋈𩼹䑁	烏酷
3054	3230	毒	毒𦺇蝳𣫹碡	徒沃
3055	3231	篤	篤督𧝴錖	冬毒
3056	3232	酷	酷焅𥞴嚳𡷥	苦沃
3057	3233	鵠	鵠䳆寉𤌍	胡沃
3058	3234	僕	僕鏷䗱	蒲沃
3059	3235	洬	洬裻	先篤
3060	3236	梏	梏牿䧼䅵告	古篤
3061	3237	瑁	瑁𣔺媢	莫沃
3062	3238	熇	熇𦞦嚛	火酷
3063	3239	褥	褥	奴沃
3064	3240	傶	傶𣪻	將毒
3065	3244	燭	燭屬矚𦆂噣鸀䟉蠾蠋韣㰲	之欲
3066	3245	玉	玉獄鳿	語欲
3067	3246	旭	旭頊勗	許玉
3068	3247	輂	輂絭鋦挶𦥑拲䡞㮂䋰𦅽	居玉
3069	3248	局	局跼䎤	渠玉
3070	3249	蜀	蜀韣蠾㒔襡㯮屬	市玉
3071	3250	觸	觸歜臅	尺玉
3072	3251	辱	辱蓐褥鄏縟溽嗕鬻㦺𪑾	而蜀
3073	3252	束	束㑛	書蜀
3074	3253	欲	欲浴鵒鋊輍𤞞	余蜀
3075	3254	躅	躅	直錄
3076	3255	錄	録渌䚄緑醁騄娽菉逯籙䱚趢𧨹	力玉
3077	3256	曲	曲䱡筁	起玉
3078	3257	瘃	瘃斸孎欘𢒔	陟玉
3079	3259	贖	贖	神玉
3080	3258	足	足	即玉
3081	3261	促	促𤗁趗誎	七玉
3082	3262	續	續俗藚	似足
3083	3263	粟	粟憟涑	相玉
3084	3264	䪁	䪁	封曲
3085	3265	梀	捒㙇𧼙𢒔	丑錄
3086	3260	幞	幞	房玉
3087	3266	覺	覺斠角桷較㲄鷽䚫搉龣䮤𤤴	古岳
3088	3267	嶽	嶽樂鸑𩓥捳㹊	五角
3089	3268	浞	浞丵鋜灂鷟齺捔𤉐斮	士角
3090	3269	捉	捉穛穱𧂒燋	側角
3091	3270	朔	朔欶槊蒴揱箾㮶𦂗	所角
3092	3271	斲	斲涿諑㧻孎琢卓啄倬晫𢽚𢁁	丁角
3093	3272	剝	剥駮駁𢾑𦢊趵髉肑𥭖㿺	北角
3094	3273	邈	邈藐眊瞀毣㦝	莫角
3095	3274	雹	雹𢷏跑𩣡骲鰒䈏瓝謈𤜈窇㿺𤿈	蒲角
3096	3275	璞	璞㩧樸㹒攴㙸懪暴𢪊鞄	匹角
3097	3276	㱿	㱿愨搉確𤿩㲉𣫅塙燩硞𡉉	苦角
3098	3277	濁	濁擢濯𪂂嬥𧃔鐲㺟蠗	直角
3099	3278	渥	渥握偓鷽箹幄喔葯䮸𠿟龏腛𦯏剭媉	於角
3100	3279	搦	搦䚥搙𧣺	女角
3101	3280	逴	逴晫踔㪬	勅角
3102	3281	犖	犖	呂角
3103	3282	學	學确嶨𥀣澩	戶角
3104	3283	㕰	㕰豿𩌥翯嗀𦰾䤕	許角
3105	3284	娖	娖䃗𪘏娕𥭓	測角
3106	3285	質	質晊郅桎櫍蛭𨽥𡂒礩	之日
3107	3286	日	日馹臸	人質
3108	3287	實	實	神質
3109	3288	秩	秩紩帙𢧤𣗻	直質
3110	3289	悉	悉膝	息七
3111	3290	一	一壹	於逸
3112	3291	七	七漆𪄭䣛桼𦸓𣛺桼	親日
3113	3292	匹	匹	譬吉
3114	3293	吉	吉趌趡	居質
3115	3294	昵	昵衵䵒䘌	尼質
3116	3295	逸	逸佚佾軼鎰溢劮䭿䳀泆欥	夷質
3117	3296	詰	詰蛣	去吉
3118	3297	欯	欯欪趌	許吉
3119	3298	抶	抶咥眣	丑栗
3120	3299	栗	栗慄溧䬆𠞉鷅瑮凓𦃊麜	力質
3121	3300	窒	窒挃庢銍㗌𪗻𧍱𨖹眣	陟栗
3122	3334	焌	焌	翠恤
3123	3301	疾	疾嫉蒺揤愱槉螏	秦悉
3124	3302	㓼	㓼	初栗
3125	3303	失	失室	識質
3126	3304	堲	堲𡁶唧㲺𢪍𧉍	資悉
3127	3305	蜜	蜜謐䤉榓𥉓𥁑宓	無必
3128	3306	必	必畢蓽韠珌蹕滭罼鷝觱䟆鮅𡠚縪㓖彃㪤㮿熚𠦒觱	比蜜
3129	3326	聿	聿鴪燏遹鷸驈繘矞欥芛	餘律
3130	3327	卒	卒䱣	子聿
3131	3328	䘏	䘏恤戌訹䳳	辛聿
3132	3307	姞	姞佶䞘鮚狤	巨乙
3133	3323	術	術述秫沭𧑐鉥	食聿
3134	3324	橘	橘𦺖繘䤎	居蜜
3135	3325	崒	崒踤	才䘏
3136	3308	邲	邲比柲馝䩛佖鮩駜㧙怭縪飶	毗必
3137	3333	出	出	尺律
3138		𧽻	𧽻僪趉𢵮𧾣	其聿
3139	3336	䬂	䬂眓䎀㾁怴	許聿
3140	3329	律	律寽繂膟葎	呂䘏
3141	3331	㤕	㤕窋𡢑泏	竹律
3142	3332	朮	术𦬸炢	直律
3143	3330	黜	黜怵𧺶䟣㤕欪炪	丑律
3144	3309	䫻	䫻汩𦳯	于筆
3145	3310	率	率帥蟀咰𧗵䢦	師出
3146	3317	筆	筆潷	鄙密
3147	3313	密	密𡶇蔤㸓沕樒	美筆
3148	3314	弼	弼䄶佖𢘍駜	房筆
3149	3315	乙	乙鳦亄	於筆
3150	3316	䎲	䎲聉𦵮𣧄	魚乙
3151	3312	𪗨	𪗨	仕乙
3152		茁	茁	几律
3153	3311	𠮟	𠮟	尺栗
3154	3319	盻	肸	羲乙
3155		絀	絀	式出
3156	3340	物	物勿芴伆𨑥昒𣃦	無佛
3157	3341	弗	弗紱黻綍芾韍𡗻笰𩖼甶柫𤊸翇	分勿
3158	3342	鬱	鬱爩𩚴灪黦蔚尉𩰪	□□
3159	3343	孒	孓𦁐	久勿
3160	3344	屈	屈詘鶌䖦䖦	區物
3161	3345	倔	倔䠇掘崛𡲶䘿𧱝	衢物
3162	3346	佛	佛怫坲𡶒刜𣀣咈拂炥	符弗
3163	3347	𩗛	𩗛欻烼𠦪	許物
3164	3348	䬑	䬑𢯮觱	王物
3165	3349	拂	拂𢂀嶏茀艴祓䭮刜乀	敷物
3166	3343	屈	屈	居勿
3167	3337	櫛	櫛瀄𥠈	阻瑟
3168	3338	瑟	瑟飋蟀蝨璱	所櫛
3169	3351	迄	迄仡釳肸忔䛥汔	許訖
3170	3352	訖	訖吃䰴	居乞
3171	3353	疙	疙圪𧆫	魚迄
3172	3354	䞘	䞘𢇓	其迄
3173	3353	圪	圪	五乞
3174	3355	乞	乞䒗	去訖
3175	3356	月	月刖軏杌扤	魚厥
3176	3357	伐	伐筏罰閥垡橃䑔𡉑瞂藅	房越
3177	3358	越	越粤鉞𥩡樾璏𡚼熭	王伐
3178	3359	厥	厥劂蹶𠢤蕨𧽸瘚蟨撅𣢡𧽸鱖孓氒	居月
3179	3360	噦	噦	乙劣
3180	3360	𡡕	𡡕𩚴	於月
3181	3361	𧤼	𧤼鷢橛橜蹷𩪜𨬐趘𣖬	其月
3182	3362	闕	闕㵐	去月
3183	3363	髮	髮發颰沷	方伐
3184	3364	韈	韈	妄發
3185	3365	䬂	䬂狘泧䟠䎀	許月
3186	3366	謁	謁閼暍黦	於歇
3187	3367	歇	歇蠍猲	許謁
3188	3368	訐	訐𧼨羯鍻	居謁
3189	3369	𢷒	𢷒	其謁
3190	3370	㤄	㤄	匹伐
3191		䡾	䡾	語謁
3192	3372	沒	沒歿𤣻𩑦𠬛	莫勃
3193	3374	骨	骨縎鶻榾淈啒愲䓛蓇尳	古忽
3194	3375	勃	勃渤𩣡餑𡋯馞侼艴挬脖悖𦸦鵓	蒲沒
3195	3376	咄	咄	當沒
3196	3377	突	宊梲䠈㥆	他骨
3197	3378	突	突揬腯鼵鶟堗𦔅葖鈯𣔻㐬	陁忽
3198	3379	𩑦	𩑦殟嗢腽䯉	烏沒
3199	3380	忽	忽惚寣㦌笏䩐啒匫㾁䬍楬𦁕𢑢𠯳	呼骨
3200	3381	兀	兀扤杌屼㽾𦨉拙𠨜𧈭	五忽
3201	3382	𥩾	𥩾	普沒
3202	3383	𠀽	𤜲硉㪐	勒沒
3203	3384	窟	窟顝泏𩑔矻𧷎㧾胐䯇㩿𡼿	苦骨
3204	3385	訥	訥肭抐	諾忽
3205	3386	窣	窣𪌯𪅄	蘇骨
3206	3387	猝	猝𢪃𥾛	麁沒
3207	3388	捽	捽椊𪘧䚝	昨沒
3208	3389	麧	麧齕紇淈搰扢𥝖尳㨡	下沒
3209	3391	卒	卒倅稡	則沒
3210	3390	鶻	鶻搰𦗣枂	胡骨
3211	3407	末	末秣昩𩑷抹𠇱妺𢗿𡊉沫瀎𩿣䴲𥽘眜䀛𥄕䱅䬴𩱷𨣱粖	莫割
3212	3408	枂	抈	五活
3213	3410	撥	撥癶袚茇鉢䳊鱍䢌𩯌㤄筏𦪑驋帗	博末
3214	3411	䰖	䰖拶	姊末
3215	3412	括	括𣽅髺檜聒䒷佸頢𦗾适葀劊	古活
3216	3413	闊	闊筈蛞	苦括
3217	3414	活	活䄆姡頢鬠秳	戶括
3218	3415	奪	奪敓脫捝莌痥𤿫鮵	徒活
3219	3416	豁	豁濊奯泧眓𣁳	呼括
3220	3417	斡	斡焥䩊𣁳䁊晼	烏活
3221	3418	繓	繓攥𢲻	子括
3222	3419	鏺	鏺𢯸𨂩㧊䣪𥄱鱍𧘟䍨	普活
3223	3420	侻	侻捝脫𦮀	他活
3224	3421	捋	捋𠜖蛶	盧括
3225	3422	掇	掇鵽腏祋剟	多括
3226	3423	撮	撮𬓙	七括
3227	3424	跋	跋䟛魃𢇷䣮馛軷炦颰癹坺妭犮胈菝䳁䚨	蒲撥
3228	3403	躠	躠𥻦薩摋珊𠱡	桑割
3229	3394	怛	怛𢛁妲呾炟䵣靼笪	當割
3230	3395	闥	闥㒓撻躂澾獺䲚噧笪羍	他達
3231	3396	遏	遏齃堨閼咹𠥜𢉥	烏割
3232	3397	剌	剌揧辢䓶瘌揦䶛㻋𥈙藾楋𢉨𢃴	盧達
3233	3398	渴	渴䯋䅥	苦割
3234	3399	達	達	陁割
3235	3400	嶻	嶻𠱥囐	才割
3236	3401	嶭	嶭䡾屵枿㩵歺𣡌𠲗𠱥囐	五割
3237	3402	葛	葛䈓獦割騔𨞛轕匄	古達
3238	3392	褐	褐毼鶡曷蝎餲𩩲骱㮫	胡葛
3239	3393	䫘	䫘猲㿣𠿒𦤦	許葛
3240	3405	捺	捺𤷈蛆	奴曷
3241	3404	攃	攃䌨	七曷
3242	3425	黠	黠𩪲䕸	胡八
3243	3426	札	札𣧖蚻	側八
3244	3427	拔	拔菝	蒲八
3245	3428	𤫶	𤫶鬜𠛨㓤硈𥴭黠	苦八
3246	3429	滑	滑猾䱻鶻螖	戶八
3247	3430	八	八𩡩	博拔
3248	3431	𠿡	𠿡娺聉	丁滑
3249	3433	豽	豽	女滑
3250	3432	嗗	嗗婠嗢䯉	烏八
3251	3434	䶪	𪙻蔡察𣘤𥉻	初八
3252	3435	𠟽	𠟽鱊	古滑
3253	3436	戛	戛扴圿稭鴶楔鞂忦𠜵㮖𪃈袺	古黠
3254	3437	軋	軋圠揠嫼猰	烏黠
3255	3438	殺	殺鎩榝帴	所八
3256	3439	㑻	㑻䀣䯦𪒜	莫八
3257	3440	傄	傄䀨齂	呼八
3258	3441	痆	痆	女黠
3259	3442	𦤙	𦤙𦘍	五滑
3260	3443	䯇	䯇	口滑
3261	3444	汃	汃	普八
3262	3437	穵	穵䰲	乙八
3263	3446	鎋	鎋𪗾鶷砎𤪆𧷎𦵯𧕱	胡瞎
3264	3447	𪆰	𪆰䦪𡇼劜	乙鎋
3265	3448	齾	齾𩮝𪆰	吾鎋
3266	3449	刹	刹	初鎋
3267	3451	瞎	瞎𩮝	許鎋
3268	3450	𥴭	𥴭磍	枯鎋
3269	3452	獺	獺	他鎋
3270		𤷈	𤷈	女鎋
3271	3453	刮	刮鴰䄆劀	古䫄
3272	3455	䫄	𩒬	丑刮
3273	3454	頢	頢𦧠𢼤舌姡咶	下刮
3274	3456	鵽	鵽窡錣	丁刮
3275	3458	刖	刖㱚䎳䚴	五刮
3276	3461	妠	妠𤭡	女刮
3277	3459	䵵	䵵𣃍	初刮
3278	3460	礣	礣帓	莫鎋
3279	3462	捌	捌	百鎋
3280	3463	𪈟	𪈟擖	古鎋
3281		䔾	䔾䅥	袪刹
3282	3436	𪃈	𪃈	古札
3283	3467	屑	屑楔揳𨇨糏僁𦞚㳚	先結
3284	3468	切	切㗫𪙌竊	千結
3285	3469	結	結絜㓗鍥桔楔𧾯𪃈契魝𡔢袺𧍩拮	古屑
3286	3470	節	節𢎛癤㵶蝍㸅楶岊擳𠬝䰏	子結
3287	3471	血	血𥅧䆷泬疦坹䛎䦑䒸	呼決
3288	3472	闋	闋缺𨴒湀	苦穴
3289	3473	玦	玦潏䀗譎訣𧤾駃芵鴂決赽𧝃䋉抉𩫠䏐𣬎疦沉	古穴
3290	3474	穴	穴袕	胡玦
3291	3475	抉	抉䆕𥈾焆	於決
3292	3476	姪	姪昳眣胅凸垤耊迭跌絰驖墆軼𨳺䭿瓞墆戜㲳咥𪗻𢲼恎詄苵	徒結
3293	3477	鐵	鐵儹餮蛈	他結
3294	3478	纈	纈䦖擷𢴲頡頁齕紇襭奊絜䐼㹂𪕯	胡結
3295	3479	涅	𣵀捏𦯖㘿㖏捻胅篞𥔄	奴結
3296	3480	截	截䟌岊嶻	昨結
3297	3481	齧	齧霓蜺嵲槷𦤞闑䘽𡶫	五結
3298	3482	蔑	蔑懱䁾㩢蠛幭篾𥉓覕𪇴𤊾衊鱴𥾝𥣫粖𩱷瀎鑖鴓	莫結
3299	3483	㢼	㢼䋢閉捌㔡䘷	方結
3300	3484	噎	噎䊦㝣蠮𤝱	烏結
3301	3485	猰	猰䫔挈㼤𡔢蛪栔鍥	苦結
3302	3486	㚛	㚛䩤擷𢴲	虎結
3303	3487	撇	撇鐅	普篾
3304	3488	蹩	蹩𢱧𩓝癟䭱咇䏟飶蛂	蒲結
3305	3489	窒	窒㗧𥉺蛭	丁結
3306	3490	𥸸	𥸸綟	練結
3307	3491	薛	薛紲𡝥𤵺褻䥍洩渫禼絬㡜齥𪙥㔑䊝	私列
3308	3492	列	列迾蛚𩶽烈洌冽裂茢颲鴷㤠𡊻𩢾姴𡿪	呂結
3309	3493	哲	哲蜇	陟列
3310	3494	傑	傑桀竭碣楬榤偈	渠烈
3311	3495	熱	熱苶	如列
3312	3496	晢	晳浙折靼䏳晣	旨熱
3313	3497	舌	舌揲	食列
3314	3499	孽	孽糵讞㜸𧕏闑𡶫蘖	魚列
3315	3501	朅	朅揭愒	去竭
3316	3500	滅	滅搣	亡列
3317	3502	鷩	鷩鼈虌𡐞憋䳤	并列
3318	3503	絕	絶	情雪
3319	3504	蕝	蕝	子悅
3320	3505	雪	雪	相絕
3321	3506	𤿫	𤿫	丑劣
3322	3507	悅	悅閱蛻𧀲娧	翼雪
3323	3508	缺	缺	傾雪
3324	3509	噦	噦	乙劣
3325	3510	爇	爇蜹㕯	如雪
3326	3511	說	說	失爇
3327	3512	拙	拙梲蝃䪼棳𨢬	職雪
3328	3513	歠	歠𨢬	昌雪
3329	3514	輟	輟畷惙䟾腏叕𩋁罬𧖀剟	陟劣
3330	3515	劣	劣脟䟹埒哷㸹㲕	力惙
3331	3516	瞥	瞥潎憋撆癟䭱鐅	芳滅
3332	3517	別	別	皮列
3333	3519	䇷	䇷扒	兵列
3334	3518	轍	轍徹撤澈徹	直列
3335	3520	㕞	㕞𠴪鋝	所劣
3336	3521a	孑	孑𨥂趌	居列
3337	3522	設	設蔎	識列
3338	3524	𥄎	𥄎烕𦐋𩖶𣧵	許劣
3339	3523	呐	呐	女劣
3340		嫳	嫳	扶別
3341	3525	妜	妜	於悅
3342	3526	蹶	蹶𧱝䚨罬	紀劣
3343	3527	茁	茁𧅌	側劣
3344	3528	膬	膬絟	七絕
3345	3529	䘁	䘁𪇲尐𩯰𢪍𣧖	姊列
3346	3530	榝	榝	山列
3347	3531	焆	焆	於列
3348	3532	屮	屮𧤇	丑列
